STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,agedef,Age definition,age,Age class,unit,Unit of measure,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2016,,8345,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2017,,9916,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2018,,10909,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2019,,11223,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2020,,8840,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2021,,12689,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2022,,38708,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2023,,18710,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MD,Moldova,2014,,98731,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MD,Moldova,2015,,105834,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MD,Moldova,2016,,107303,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MD,Moldova,2017,,107580,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MD,Moldova,2018,,116739,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MD,Moldova,2019,,116196,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MD,Moldova,2020,,65167,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MD,Moldova,2021,,68356,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MD,Moldova,2022,,177875,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MD,Moldova,2023,,97517,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,ME,Montenegro,2010,,5749,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,ME,Montenegro,2011,,6025,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,ME,Montenegro,2012,,5727,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,ME,Montenegro,2013,,5112,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,ME,Montenegro,2014,,5353,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,ME,Montenegro,2015,,4553,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,ME,Montenegro,2016,,4904,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,ME,Montenegro,2017,,6684,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,ME,Montenegro,2018,,8643,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,ME,Montenegro,2019,,10737,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,ME,Montenegro,2020,,6008,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,ME,Montenegro,2022,,15989,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,ME,Montenegro,2023,,18316,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MK,North Macedonia,2008,,1052,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MK,North Macedonia,2009,,857,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MK,North Macedonia,2010,,1359,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MK,North Macedonia,2011,,1464,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MK,North Macedonia,2012,,1715,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MK,North Macedonia,2013,,2050,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MK,North Macedonia,2014,,1935,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MK,North Macedonia,2015,,1741,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MK,North Macedonia,2016,,2262,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MK,North Macedonia,2017,,2064,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MK,North Macedonia,2018,,2053,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MK,North Macedonia,2019,,2118,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MK,North Macedonia,2020,,2555,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MK,North Macedonia,2021,,1570,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MK,North Macedonia,2022,,2452,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MT,Malta,2005,,2075,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MT,Malta,2006,,3889,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MT,Malta,2007,,5292,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MT,Malta,2008,,6043,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MT,Malta,2009,,6161,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MT,Malta,2010,,4275,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MT,Malta,2011,,5465,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MT,Malta,2012,,9152,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MT,Malta,2013,,12446,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MT,Malta,2014,,15928,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MT,Malta,2015,,18202,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MT,Malta,2016,,18116,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MT,Malta,2017,,22750,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MT,Malta,2018,,27394,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MT,Malta,2019,,29304,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MT,Malta,2020,,14751,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MT,Malta,2021,,16963,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MT,Malta,2022,,34964,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,MT,Malta,2023,,42239,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,1995,,96099,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,1996,,108749,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,1997,,109860,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,1998,,122407,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,1999,,119151,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2000,,132850,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2001,,133404,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2002,,121250,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2003,,104514,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2004,,94019,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2005,,92297,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2006,,101150,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2007,,116819,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2008,,143516,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2009,,122917,,b,break in time series,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2010,,126776,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2011,,130118,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2012,,124566,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2013,,129428,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2014,,145323,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2015,,166872,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2016,,189232,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2017,,189646,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2018,,194306,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2019,,215756,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2020,,182244,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2021,,214105,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2022,,326798,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2023,,274597,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NO,Norway,1995,,25678,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NO,Norway,1997,,31957,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NO,Norway,1998,,36704,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NO,Norway,1999,,41841,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NO,Norway,2000,,36542,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NO,Norway,2001,,34264,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NO,Norway,2002,,40122,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NO,Norway,2003,,35957,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NO,Norway,2004,,36482,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NO,Norway,2005,,40148,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NO,Norway,2006,,45776,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NO,Norway,2007,,61774,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NO,Norway,2008,,58123,,b,break in time series,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NO,Norway,2009,,55953,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NO,Norway,2010,,69214,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NO,Norway,2011,,70337,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NO,Norway,2012,,69908,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NO,Norway,2013,,68313,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NO,Norway,2014,,66903,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NO,Norway,2015,,60816,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NO,Norway,2016,,61460,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NO,Norway,2017,,53351,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NO,Norway,2018,,47864,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NO,Norway,2019,,48680,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NO,Norway,2020,,36287,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NO,Norway,2021,,53947,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NO,Norway,2022,,90475,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,NO,Norway,2023,,86589,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PL,Poland,1995,,8121,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PL,Poland,1996,,8186,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PL,Poland,1997,,8426,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PL,Poland,1998,,8916,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PL,Poland,1999,,7525,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PL,Poland,2000,,7331,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PL,Poland,2001,,6625,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PL,Poland,2002,,6587,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PL,Poland,2003,,7048,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PL,Poland,2004,,9495,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PL,Poland,2005,,9364,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PL,Poland,2006,,10802,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PL,Poland,2007,,14995,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PL,Poland,2008,,15275,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PL,Poland,2009,,189166,,b,break in time series,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PL,Poland,2010,,155131,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PL,Poland,2011,,157059,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PL,Poland,2012,,217546,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PL,Poland,2013,,220311,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PL,Poland,2014,,222275,,p,provisional,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PL,Poland,2015,,218147,,p,provisional,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PL,Poland,2016,,208302,,ep,"estimated, provisional",,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PL,Poland,2017,,209353,,ep,"estimated, provisional",,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PL,Poland,2018,,214083,,ep,"estimated, provisional",,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PL,Poland,2019,,226649,,ep,"estimated, provisional",,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PL,Poland,2020,,210615,,ep,"estimated, provisional",,
